4	0.183	0.683	-0.707
5	0.788	-0.124	-0.604
5	-0.551	-0.298	-0.780
4	0.924	-0.325	0.202
3	0.405	0.548	-0.731
5	-0.990	-0.121	0.073
2	0.814	0.376	0.444
5	-0.013	0.482	0.876
4	0.082	0.838	0.539
5	-0.493	-0.748	-0.445
4	-0.227	-0.085	0.970
3	-0.571	-0.408	-0.712
5	0.437	-0.896	0.071
5	-0.717	-0.366	0.593
4	0.063	0.995	-0.075
5	0.806	-0.592	-0.010
3	0.690	-0.539	0.484
4	-0.872	-0.316	0.374
5	0.414	0.889	-0.194
2	-0.480	0.382	-0.789
5	0.957	-0.059	0.285
4	0.402	0.019	0.915
5	0.062	0.060	-0.996
3	-0.206	0.301	-0.931
4	0.870	0.290	0.400
5	-0.351	0.756	-0.552
5	0.691	-0.499	-0.523
4	0.510	0.405	-0.758
3	0.589	0.781	0.207
5	0.665	0.730	0.159
4	-0.595	0.742	0.309
5	-0.526	0.137	-0.839
2	-0.024	-0.400	-0.916
5	0.167	0.898	0.407
4	0.480	0.626	0.615
3	0.293	-0.092	-0.952
5	-0.330	-0.435	0.838
4	-0.580	-0.789	0.202
5	0.806	0.088	0.585
5	-0.309	0.849	0.429
3	0.244	-0.812	0.529
4	0.781	-0.579	0.235
5	0.027	-0.700	0.713
1	-0.107	-0.992	-0.068
5	-0.833	-0.514	0.204
4	0.976	-0.059	-0.212
5	0.971	-0.213	-0.107
2	0.575	0.544	-0.611
3	-0.057	-0.911	-0.408
4	0.102	-0.478	-0.873
5	-0.166	0.617	0.769
5	0.529	-0.526	0.665
4	0.321	0.916	0.240
5	0.677	0.513	0.528
3	0.933	0.218	-0.285
4	-0.682	0.252	-0.686
5	-0.660	0.030	0.751
5	0.047	0.999	-0.013
4	-0.742	0.021	0.671
3	-0.915	-0.230	-0.333
5	-0.129	-0.255	-0.958
2	0.490	0.811	0.319
5	0.911	-0.309	0.272
4	-0.302	0.767	-0.567
5	0.427	0.672	-0.604
4	0.215	-0.946	-0.242
3	0.842	-0.484	-0.237
5	-0.296	-0.657	-0.693
5	-0.578	0.768	-0.276
4	0.009	-0.575	0.819
5	0.882	0.461	0.096
3	-0.206	-0.470	-0.859
4	0.997	0.014	0.084
5	-0.435	0.319	0.842
2	-0.858	0.513	0.036
5	0.359	0.931	0.064
4	0.430	-0.387	-0.816
5	0.898	-0.060	-0.436
3	0.629	0.617	-0.472
4	0.384	0.246	0.890
5	-0.275	0.462	-0.844
5	0.159	-0.903	0.399
4	-0.694	-0.528	0.490
3	0.368	-0.928	-0.066
5	-0.523	0.796	0.304
4	0.599	0.712	0.367
5	0.305	-0.135	0.943
2	0.024	-0.805	0.593
5	0.844	0.345	-0.410
4	0.462	-0.869	0.178
3	-0.015	-0.527	0.850
5	0.970	0.133	0.206
4	0.887	-0.321	-0.331
5	0.252	-0.020	-0.967
5	-0.122	0.957	0.264
3	-0.734	0.271	-0.623
4	0.276	-0.206	0.939
5	-0.635	-0.132	-0.761
1	-0.436	0.488	0.756
5	0.808	-0.559	-0.185
4	-0.144	-0.949	0.280
5	0.081	0.856	-0.511
3	-0.478	0.414	0.774
4	-0.184	-0.651	-0.737
5	-0.774	0.198	-0.602
2	-0.015	0.084	-0.997
5	0.606	0.599	-0.523
4	0.765	0.643	-0.019
5	0.415	0.440	0.796
3	0.255	0.950	-0.181
4	-0.384	0.081	0.920
5	-0.375	0.651	0.660
5	0.742	-0.627	0.237
4	0.909	-0.153	0.388
3	0.973	-0.220	0.078
5	-0.574	-0.131	0.809
2	-0.956	-0.291	0.039
5	0.346	0.864	0.366
4	0.174	-0.829	-0.531
5	-0.059	-0.448	0.892
4	-0.385	0.474	-0.792
3	-0.582	-0.248	0.774
5	0.959	0.133	-0.251
5	-0.316	0.949	0.027
4	0.751	-0.308	-0.584
5	-0.831	-0.322	-0.454
3	-0.524	-0.684	-0.507
4	-0.315	-0.759	0.570
5	0.135	-0.345	-0.929
2	-0.272	0.953	0.138
5	-0.532	-0.802	0.271
4	-0.767	-0.213	-0.605
5	-0.721	0.320	0.615
3	-0.674	0.719	-0.172
4	-0.074	-0.229	0.971
5	0.049	0.814	0.579
5	0.497	-0.667	0.555
4	-0.886	0.464	0.009
3	-0.013	-0.006	-1.000
5	-0.781	-0.594	-0.196
4	-0.127	0.969	-0.211
5	-0.912	0.262	0.316
2	0.817	-0.139	0.560
5	-0.211	-0.944	0.252
4	0.511	-0.677	-0.530
3	-0.447	0.729	0.518
5	-0.092	0.126	-0.988
4	0.938	0.294	0.186
5	-0.696	0.715	0.074
5	-0.332	-0.591	0.735
3	-0.647	-0.759	0.074
4	-0.877	-0.119	0.466
5	0.965	-0.224	0.138
1	-0.212	0.542	-0.813
5	0.090	0.590	0.802
4	0.686	-0.570	0.451
5	-0.532	-0.840	-0.110
2	-0.483	-0.178	0.857
3	0.456	-0.182	0.871
4	-0.372	-0.299	0.879
5	-0.193	0.689	-0.699
